state,county,vet population,latitude,longitude
Georgia,Mitchell,1706,32.3072980875347,-100.921419314303
Georgia,Monroe,2132,43.941815077662,-90.6451604041795
Georgia,Montgomery,607,37.1740755879315,-80.3957549340495
Georgia,Morgan,1232,39.543584378544,-78.2454377061067
Georgia,Murray,2483,34.4853824389019,-97.0885388016449
Georgia,Muscogee,23850,32.4920558126926,-84.8741825461516
Georgia,Newton,8449,30.7155156873531,-93.7104532604679
Georgia,Oconee,2620,34.764368344676,-83.0882512919172
Georgia,Oglethorpe,1029,33.8694027945418,-83.0430530317316
Georgia,Paulding,11641,41.1213236467025,-84.572594155179
Georgia,Peach,2824,32.5658529720222,-83.8596215995971
Georgia,Pickens,3327,34.8465651806772,-82.7100658493911
Georgia,Pierce,1267,44.701830924749,-92.4693561395001
Georgia,Pike,1500,41.3431151092944,-75.0249616717353
Georgia,Polk,2918,45.4689549730292,-92.5214109856334
Georgia,Pulaski,871,37.0620798989761,-80.7237423088473
Georgia,Putnam,2199,38.4760254720374,-81.8804977819147
Georgia,Quitman,292,34.2919865280465,-90.2927739685736
Georgia,Rabun,1702,34.8583647264779,-83.377440160184
Georgia,Randolph,578,38.7522148406934,-79.8149772898953
Georgia,Richmond,22245,37.5230621544084,-77.4910667440718
Georgia,Rockdale,8360,33.6558110163198,-84.0494142939161
Georgia,Schley,302,32.2932634647969,-84.3060044170049
Georgia,Screven,1204,32.7674452121418,-81.6287074740669
Georgia,Seminole,924,35.159355709891,-96.6090862714698
Georgia,Spalding,5085,33.2654260433897,-84.2990046864452
Georgia,Stephens,2058,32.7346957715766,-98.8337460114826
Georgia,Stewart,370,36.5035014003113,-87.831468711478
Georgia,Sumter,2070,33.9064013703574,-80.2699597762764
Georgia,Talbot,637,38.7584146020463,-76.1799172140873
Georgia,Taliaferro,155,33.5884136106448,-82.8470605760597
Georgia,Tattnall,2331,32.0506728028275,-81.9982932476196
Georgia,Taylor,659,45.2065663936506,-90.4837666167028
Georgia,Telfair,876,31.9658760669042,-82.9256575506302
Georgia,Terrell,898,30.2196247847148,-102.107721860393
Georgia,Thomas,3642,41.9155267922452,-100.557035391369
Georgia,Tift,2550,31.4612954897,-83.5028353333537
Georgia,Toombs,1829,32.1332696234321,-82.3326803760719
Georgia,Towns,1374,34.8917634408628,-83.7464259568316
Georgia,Treutlen,486,32.4034592230369,-82.5654714152577
Georgia,Troup,4950,33.0476344268319,-85.0489758178426
Georgia,Turner,655,43.290870621662,-97.1625114777291
Georgia,Twiggs,726,32.6750487687536,-83.4190385589389
Georgia,Union,2786,36.2983092987609,-83.8358225156941
Georgia,Upson,2348,32.844842232902,-84.3288035393994
Georgia,Walker,5367,30.7812691772057,-95.5953866362423
Georgia,Walton,6627,33.7634068746376,-83.7440260492111
Georgia,Ware,3394,31.0189125183264,-82.416277158185
Georgia,Warren,407,38.8966092825251,-78.1954396306803
Georgia,Washington,1510,43.3678371717658,-88.2292533995712
Georgia,Wayne,2861,38.1322387054048,-82.4174771119953
Georgia,Webster,204,38.482425225692,-80.4309535791497
Georgia,Wheeler,526,35.4004518393505,-100.269363873264
Georgia,White,2535,35.9243236945708,-85.4475604751427
Georgia,Whitfield,5116,34.8015669127934,-84.9897780965377
Georgia,Wilcox,772,31.9902751277123,-83.3950394827341
Georgia,Wilkes,994,36.2185123703803,-81.2071237020707
Georgia,Wilkinson,798,31.1857060979492,-91.348133344676
Georgia,Worth,1836,40.4799089304636,-94.422782733871
Hawaii,Hawaii,15863,19.5812580723136,-155.436541859592
Hawaii,Honolulu,84922,24.8524961754967,-168.011896793901
Hawaii,Kalawao,5,21.1976980311899,-156.946132397458
Hawaii,Kauai,5345,21.9538631644947,-159.918738084544
Hawaii,Maui,10709,20.8634511244392,-156.644762235633
Idaho,Ada,34331,43.4579940750374,-116.244722178701
Idaho,Adams,472,43.9454149390927,-89.8131924290826
Idaho,Bannock,6446,42.6388151806238,-112.313211431265
Idaho,Bear Lake,549,42.2990888163854,-111.335128269707
Idaho,Benewah,1084,47.2169019116107,-116.683078777718
Idaho,Bingham,3014,43.2442952330164,-112.296773058802
Idaho,Blaine,1430,35.8607262683187,-98.4227866999039
Idaho,Boise,825,43.9648438926511,-115.633762668821
Idaho,Bonner,4920,48.3675879840312,-116.546092340526
Idaho,Bonneville,7659,43.3237473665883,-111.781704054956
Idaho,Boundary,1187,48.7511500081713,-116.540612883038
Idaho,Butte,261,44.893611936819,-103.507723248505
Idaho,Camas,120,43.5292270223777,-114.732391912091
Idaho,Canyon,14522,43.5867613259987,-116.770750097522
Idaho,Caribou,650,42.7182673141957,-111.598142229118
Idaho,Cassia,1351,42.3319655613117,-113.641979872036
Idaho,Clark,75,44.7281848079699,-90.6191614049577
Idaho,Clearwater,1146,47.5867652920316,-95.3762083367336
Idaho,Custer,505,43.6662134595706,-103.370736811312
Idaho,Elmore,8338,43.4333365163426,-115.620064025101
Idaho,Franklin,696,46.4662162357936,-118.833765841647
Idaho,Fremont,1162,43.1347060832621,-108.787180537919
Idaho,Gem,1624,44.1511454472335,-116.431023733283
Idaho,Gooding,1261,42.923746969985,-114.841981061846
Idaho,Idaho,1823,45.8853937420957,-115.56252972148
Idaho,Jefferson,1294,43.0202505514008,-88.7746324063234
Idaho,Jerome,1622,42.6744316542939,-114.274857211867
Idaho,Kootenai,14352,47.6799160693228,-116.683078777718
Idaho,Latah,2897,46.8333398874706,-116.683078777718
Idaho,Lemhi,917,44.9621051554155,-113.814582782899
Idaho,Lewis,478,38.9468073502533,-80.5141503766594
Idaho,Lincoln,323,42.4470341685537,-110.546086391476
Idaho,Madison,972,38.4286272965331,-78.2678368438978
Idaho,Minidoka,1273,42.866212666364,-113.672116888218
Idaho,Nez Perce,4179,46.2415584787972,-116.715955522645
Idaho,Oneida,319,45.683148048616,-89.5448027601932
Idaho,Owyhee,890,42.8388153789254,-116.033763065424
Idaho,Payette,2347,43.9730630788827,-116.718695251389
Idaho,Power,662,42.7182673141957,-112.811842062647
Idaho,Shoshone,1784,47.4963542434843,-115.641981855052
Idaho,Teton,368,43.9511452489318,-110.554305577708
Idaho,Twin Falls,6340,42.4525136260414,-114.51869307007
Idaho,Valley,912,41.5675812417752,-98.9844310923948
Idaho,Washington,942,43.3678371717658,-88.2292533995712
Illinois,Adams,6904,43.9454149390927,-89.8131924290826
Illinois,Alexander,785,35.9127241410718,-81.1733250030824
Illinois,Bond,1436,38.884409752121,-89.4450066016419
Illinois,Boone,3820,37.9970439094516,-81.7179040406277
Illinois,Brown,467,44.4603951159856,-88.0052620216605
Illinois,Bureau,2906,41.3669141931974,-89.5130039842219
Illinois,Calhoun,495,38.8284119076434,-81.1317266043275
Illinois,Carroll,1507,36.7448921084704,-80.7481413696554
Illinois,Cass,1093,33.0963399657658,-94.3488100577868
Illinois,Champaign,11461,40.1417613529466,-83.7654252254936
Illinois,Christian,3060,36.9538780371181,-93.2556582889874
Illinois,Clark,1543,44.7281848079699,-90.6191614049577
Illinois,Clay,1154,38.4658258646504,-81.0505297298349
Illinois,Clinton,3531,41.2207198206503,-77.6188618248619
Illinois,Coles,3919,39.5301848943297,-88.2162538999603
Illinois,Cook,218384,47.7450686792047,-90.2575753234733
Illinois,Crawford,1741,43.2054434227805,-90.9409490184026
Illinois,Cumberland,900,37.5250620774255,-78.2686368131046
Illinois,DeKalb,7042,35.9787216006348,-85.8469451016495
Illinois,De Witt,1604,40.1655604368496,-88.8618290498672
Illinois,Douglas,1499,46.5251156387982,-91.9215112736671
Illinois,DuPage,43763,41.8398959867321,-88.0886588114719
Illinois,Edgar,1540,39.6797791360057,-87.7500718446837
Illinois,Edwards,616,29.9566108253044,-100.225528213363
Illinois,Effingham,2566,39.0636028544496,-88.5836397581942
Illinois,Fayette,1821,38.0412422081286,-81.0649291755577
Illinois,Ford,1255,37.690865069216,-99.8912813066118
Illinois,Franklin,3844,46.4662162357936,-118.833765841647
Illinois,Fulton,3368,39.9435689819559,-78.1226424328593
Illinois,Gallatin,571,45.3347082645802,-111.294032338549
Illinois,Greene,1359,38.330031091792,-78.4744288915601
Illinois,Grundy,3710,35.3733449033708,-85.6995507752922
Illinois,Hamilton,654,31.7182564076052,-98.1159370805918
Illinois,Hancock,1639,40.5163469340419,-80.5931473358333
Illinois,Hardin,379,30.3209947482375,-94.4008649039201
Illinois,Henderson,826,32.1812705653172,-95.9405924579684
Illinois,Henry,4460,36.6990938713797,-79.8677752575457
Illinois,Iroquois,2316,40.7481380117191,-87.8288688115558
Illinois,Jackson,4519,44.3337999890057,-90.7391567859813
Illinois,Jasper,807,30.7018170436338,-94.1625085032044
Illinois,Jefferson,3532,43.0202505514008,-88.7746324063234
Illinois,Jersey,2284,39.092601738197,-90.3749708045747
Illinois,Jo Daviess,2221,42.3510763098926,-90.2881741456343
Illinois,Johnson,1118,44.0278576537599,-106.688548320124
Illinois,Kane,25674,37.2716865714057,-111.770745139981
Illinois,Kankakee,8457,41.1463226844157,-87.8890664943693
Illinois,Kendall,7252,29.9292135378658,-98.6666225581072
Illinois,Knox,4649,33.614148698355,-99.7351167682119
Illinois,Lake,37885,36.3443075281533,-89.5198037224799
Illinois,La Salle,9414,28.3401708664281,-99.096759970893
Illinois,Lawrence,1373,35.2287504692373,-87.4016852551118
Illinois,Lee,2774,36.7434921623585,-83.2232460955687
Illinois,Livingston,2856,42.7298617293237,-77.7740558509857
Illinois,Logan,2361,37.8330502220527,-81.9024969351024
Illinois,McDonough,2577,40.457749189642,-90.6775591570559
Illinois,McHenry,20316,48.2415604618137,-100.62826833871
Illinois,McLean,10938,47.5045734297159,-101.485803435537
Illinois,Macon,9508,36.5257005458006,-86.0085388814279
Illinois,Macoupin,4639,39.2611952485351,-89.9261880795465
Illinois,Madison,26213,38.4286272965331,-78.2678368438978
Illinois,Marion,3479,39.5125855717795,-80.2165618317209
Illinois,Marshall,1143,39.8771715377895,-80.6945434327982
Illinois,Mason,1497,38.7516148637883,-81.997293286111
Illinois,Massac,1232,37.2024744947737,-88.709634908269
Illinois,Menard,1024,30.8990775131916,-99.8008702580645
Illinois,Mercer,1454,37.4164662575991,-81.1057276051057
Illinois,Monroe,2944,43.941815077662,-90.6451604041795
Illinois,Montgomery,2652,37.1740755879315,-80.3957549340495
Illinois,Morgan,3139,39.543584378544,-78.2454377061067
Illinois,Moultrie,1161,39.6195814531922,-88.6416375256889
Illinois,Ogle,4559,42.0456880651875,-89.3142116363261
Illinois,Peoria,14623,40.7437381810816,-89.718396078074
Illinois,Perry,1620,35.6321349417783,-87.8476680879162
Illinois,Piatt,1480,40.0367653945509,-88.6030390114597
Illinois,Pike,1423,41.3431151092944,-75.0249616717353
Illinois,Pope,433,45.5867633090151,-95.4447015553301
Illinois,Pulaski,575,37.0620798989761,-80.7237423088473
Illinois,Putnam,589,38.4760254720374,-81.8804977819147
Illinois,Randolph,2978,38.7522148406934,-79.8149772898953
Illinois,Richland,1368,43.3596374873958,-90.4317686182592
Illinois,Rock Island,12565,41.554906956801,-90.6159615281304
Illinois,St. Clair,29744,38.0196325184789,-93.784425936552
Illinois,Saline,2391,40.5237445903653,-97.1405936477783
Illinois,Sangamon,16933,39.7493764569994,-89.6060004045152
Illinois,Schuyler,635,42.3902748010269,-76.8632909090167
Illinois,Scott,452,36.739692308626,-82.6394685668889
Illinois,Shelby,2255,31.7757907112262,-94.1542893169729
Illinois,Stark,515,40.8115355713599,-81.3683174972457
Illinois,Stephenson,3878,42.3510763098926,-89.661198279786
Illinois,Tazewell,12653,37.1354770737022,-81.5629100068056
Illinois,Union,1653,36.2983092987609,-83.8358225156941
Illinois,Vermilion,6472,29.8251038455992,-92.3515478035142
Illinois,Wabash,1207,40.8487341394772,-85.7925471955855
Illinois,Warren,1351,38.8966092825251,-78.1954396306803
Illinois,Washington,1336,43.3678371717658,-88.2292533995712
Illinois,Wayne,1288,38.1322387054048,-82.4174771119953
Illinois,White,1448,35.9243236945708,-85.4475604751427
Illinois,Whiteside,5217,41.7572991661275,-89.9383876099506
Illinois,Will,40537,41.4653104056368,-87.8936663173086
Illinois,Williamson,5852,30.6552416549882,-97.6008680767464
Illinois,Winnebago,21827,44.0684102046419,-88.6448374025162
Illinois,Woodford,3321,38.0210429856563,-84.745387503853
Indiana,Adams,1952,43.9454149390927,-89.8131924290826
Indiana,Allen,24834,40.7817367184057,-84.138610860477
Indiana,Bartholomew,5947,39.1929978736534,-85.8849436389736
Indiana,Benton,694,46.2799146812113,-119.406369149113
Indiana,Blackford,1151,40.4731485968734,-85.3241652249901
Indiana,Boone,3814,37.9970439094516,-81.7179040406277
Indiana,Brown,1534,44.4603951159856,-88.0052620216605
Indiana,Carroll,2026,36.7448921084704,-80.7481413696554
Indiana,Cass,3541,33.0963399657658,-94.3488100577868
Indiana,Clark,9406,44.7281848079699,-90.6191614049577
Indiana,Clay,2421,38.4658258646504,-81.0505297298349
Indiana,Clinton,2722,41.2207198206503,-77.6188618248619
Indiana,Crawford,936,43.2054434227805,-90.9409490184026
Indiana,Daviess,2075,39.9593604691305,-93.9871658635975
Indiana,Dearborn,4455,39.1214006296426,-84.9759786277199
Indiana,Decatur,1920,35.6147356115299,-88.1072580955305
Indiana,DeKalb,2904,35.9787216006348,-85.8469451016495
Indiana,Delaware,9220,39.9335693668706,-75.4047470526749
Indiana,Dubois,3069,38.3650297445906,-86.8761054862285
Indiana,Elkhart,11684,41.5981052939695,-85.858144670545
Indiana,Fayette,2158,38.0412422081286,-81.0649291755577
Indiana,Floyd,7043,36.915885526429,-80.3693559502243
Indiana,Fountain,1415,40.1595606677984,-87.2656904899518
Indiana,Franklin,1576,46.4662162357936,-118.833765841647
Indiana,Fulton,1696,39.9435689819559,-78.1226424328593
Indiana,Gibson,2561,36.0069205151753,-88.9494256780144
Indiana,Grant,5928,42.8594567408292,-90.79175476133
Indiana,Greene,3434,38.330031091792,-78.4744288915601
Indiana,Hamilton,17464,31.7182564076052,-98.1159370805918
Indiana,Hancock,6271,40.5163469340419,-80.5931473358333
Indiana,Harrison,3258,39.2853943170415,-80.3853553343608
Indiana,Hendricks,13169,39.7623759566103,-86.5107195510117
Indiana,Henry,4180,36.6990938713797,-79.8677752575457
Indiana,Howard,7940,32.3045583587908,-101.436488318148
Indiana,Huntington,2828,40.82913489391,-85.4893588661992
Indiana,Jackson,3030,44.3337999890057,-90.7391567859813
Indiana,Jasper,2654,30.7018170436338,-94.1625085032044
Indiana,Jay,1817,40.4393498978851,-85.0111772728202
Indiana,Jefferson,2754,43.0202505514008,-88.7746324063234
Indiana,Jennings,2243,39.0016052409207,-85.6199538392132
Indiana,Johnson,12038,44.0278576537599,-106.688548320124
Indiana,Knox,3090,33.614148698355,-99.7351167682119
Indiana,Kosciusko,5324,41.239319104709,-85.8647444165013
Indiana,LaGrange,1783,41.6415036234397,-85.4267612757652
Indiana,Lake,34648,36.3443075281533,-89.5198037224799
Indiana,LaPorte,10573,41.4989091123234,-86.7099118835108
Indiana,Lawrence,4097,35.2287504692373,-87.4016852551118
Indiana,Madison,11611,38.4286272965331,-78.2678368438978
Indiana,Marion,66241,39.5125855717795,-80.2165618317209
Indiana,Marshall,3145,39.8771715377895,-80.6945434327982
Indiana,Martin,1052,32.3045583587908,-101.951557321993
Indiana,Miami,3621,40.0399652713782,-84.2276074347362
Indiana,Monroe,7684,43.941815077662,-90.6451604041795
Indiana,Montgomery,3129,37.1740755879315,-80.3957549340495
Indiana,Morgan,6889,39.543584378544,-78.2454377061067
Indiana,Newton,1420,30.7155156873531,-93.7104532604679
Indiana,Noble,3215,36.3757952721641,-97.1734703927046
Indiana,Ohio,576,40.1011629157002,-80.6263460579165
Indiana,Orange,1712,38.255233970954,-78.036445750824
Indiana,Owen,2259,38.5294234165929,-84.8271843552507
Indiana,Parke,1500,39.7789753176519,-87.221292198973
Indiana,Perry,1657,35.6321349417783,-87.8476680879162
Indiana,Pike,1083,41.3431151092944,-75.0249616717353
Indiana,Porter,14177,41.4913094048585,-87.0754978110294
Indiana,Posey,2134,38.0010437554857,-87.8920663788949
Indiana,Pulaski,1082,37.0620798989761,-80.7237423088473
Indiana,Putnam,2774,38.4760254720374,-81.8804977819147
Indiana,Randolph,1918,38.7522148406934,-79.8149772898953
Indiana,Ripley,2460,36.6606953494522,-90.8505524980315
Indiana,Rush,1579,38.5237426073488,-99.3104588129139
Indiana,St. Joseph,18906,41.9152930844752,-85.5417568492462
Indiana,Scott,2012,36.739692308626,-82.6394685668889
Indiana,Shelby,3825,31.7757907112262,-94.1542893169729
Indiana,Spencer,1697,38.0436421157491,-85.3095657869655
Indiana,Starke,2026,41.3021166874447,-86.6985123223136
Indiana,Steuben,2531,42.2896786732688,-77.3574718865322
Indiana,Sullivan,2252,36.5043013695181,-82.2646829934919
Indiana,Switzerland,754,38.8104126004898,-84.9939779348735
Indiana,Tippecanoe,10893,40.3887518455534,-86.8951047548906
Indiana,Tipton,1370,35.511939568453,-89.8239920133747
Indiana,Union,533,36.2983092987609,-83.8358225156941
Indiana,Vanderburgh,13573,37.9976438863567,-87.5752785729926
Indiana,Vermillion,1546,39.8779715069964,-87.4434836461684
Indiana,Vigo,8633,39.433388620304,-87.4098849394818
Indiana,Wabash,2950,40.8487341394772,-85.7925471955855
Indiana,Warren,675,38.8966092825251,-78.1954396306803
Indiana,Warrick,5174,38.0626413844111,-87.2452912751777
Indiana,Washington,2161,43.3678371717658,-88.2292533995712
Indiana,Wayne,6116,38.1322387054048,-82.4174771119953
Indiana,Wells,2095,47.5895050207755,-99.6666235496155
Indiana,White,2148,35.9243236945708,-85.4475604751427
Indiana,Whitley,2879,36.7802907458724,-84.116811699591
Iowa,Adair,743,35.8990824707327,-94.6419610333796
Iowa,Adams,375,43.9454149390927,-89.8131924290826
Iowa,Allamakee,1162,43.2904401510056,-91.3343338758583
Iowa,Appanoose,1018,40.7401831611301,-92.8693565361034
Iowa,Audubon,578,41.6826498490173,-94.8967558065584
Iowa,Benton,2242,46.2799146812113,-119.406369149113
Iowa,Black Hawk,10638,42.4716917272484,-92.3104518723563
Iowa,Boone,2282,37.9970439094516,-81.7179040406277
Iowa,Bremer,1804,42.7758016178167,-92.3186710585879
Iowa,Buchanan,1632,37.2880711999039,-82.0272921313669
Iowa,Buena Vista,1318,37.7284542482604,-79.3555949728767
Iowa,Butler,1109,40.9213313449965,-79.9279729403592
Iowa,Calhoun,985,38.8284119076434,-81.1317266043275
Iowa,Carroll,1560,36.7448921084704,-80.7481413696554
Iowa,Cass,1209,33.0963399657658,-94.3488100577868
Iowa,Cedar,1548,42.6114178931852,-97.2501827975326
Iowa,Cerro Gordo,3567,43.0826512371288,-93.2611377464751
Iowa,Cherokee,1019,31.7840098974578,-95.1625094947127
Iowa,Chickasaw,961,33.9066013626591,-88.9554254470656
Iowa,Clarke,656,39.1220006065477,-77.9900475368282
Iowa,Clay,1331,38.4658258646504,-81.0505297298349
Iowa,Clayton,1632,42.8628566099582,-91.2519370475555
Iowa,Clinton,4481,41.2207198206503,-77.6188618248619
Iowa,Crawford,1308,43.2054434227805,-90.9409490184026
Iowa,Dallas,4226,32.7675725165029,-96.778949453589
Iowa,Davis,629,40.9648409181264,-112.115950961707
Iowa,Decatur,605,35.6147356115299,-88.1072580955305
Iowa,Delaware,1256,39.9335693668706,-75.4047470526749
Iowa,Des Moines,3728,40.8851327383877,-91.1757399806055
Iowa,Dickinson,1421,45.9845364472869,-87.8758670024567
Iowa,Dubuque,6924,42.4850711520356,-90.8033543148289
Iowa,Emmet,821,45.5711523596606,-85.0205769110004
Iowa,Fayette,1478,38.0412422081286,-81.0649291755577
Iowa,Floyd,1354,36.915885526429,-80.3693559502243
Iowa,Franklin,836,46.4662162357936,-118.833765841647
Iowa,Fremont,764,43.1347060832621,-108.787180537919
Iowa,Greene,748,38.330031091792,-78.4744288915601
Iowa,Grundy,962,35.3733449033708,-85.6995507752922
Iowa,Guthrie,1011,41.6826498490173,-94.4912759524674
Iowa,Hamilton,1166,31.7182564076052,-98.1159370805918
Iowa,Hancock,928,40.5163469340419,-80.5931473358333
Iowa,Hardin,1604,30.3209947482375,-94.4008649039201
Iowa,Harrison,1327,39.2853943170415,-80.3853553343608
Iowa,Henry,1432,36.6990938713797,-79.8677752575457
Iowa,Howard,712,32.3045583587908,-101.436488318148
Iowa,Humboldt,817,41.2607316224631,-118.170751485633
Iowa,Ida,697,42.3867601361888,-95.5323728751335
Iowa,Iowa,1264,43.0104509286172,-90.133980081019
Iowa,Jackson,1866,44.3337999890057,-90.7391567859813
Iowa,Jasper,3115,30.7018170436338,-94.1625085032044
Iowa,Jefferson,1137,43.0202505514008,-88.7746324063234
Iowa,Johnson,7382,44.0278576537599,-106.688548320124
Iowa,Jones,2063,32.7374355003204,-99.8803223916364
Iowa,Keokuk,881,41.3347042985473,-92.1789448926511
Iowa,Kossuth,1333,43.2031993018586,-94.2063441631062
Iowa,Lee,3460,36.7434921623585,-83.2232460955687
Iowa,Linn,18131,44.4963512689596,-122.526920188368
Iowa,Louisa,846,37.9412460572756,-77.9970472673879
Iowa,Lucas,645,41.686901875927,-83.4394377737129
Iowa,Lyon,643,39.0771678136082,-119.23376623825
Iowa,Madison,1088,38.4286272965331,-78.2678368438978
Iowa,Mahaska,1517,41.3347042985473,-92.6392193216193
Iowa,Marion,2766,39.5125855717795,-80.2165618317209
Iowa,Marshall,3987,39.8771715377895,-80.6945434327982
Iowa,Mills,1322,31.4662013631702,-98.6310060844371
Iowa,Mitchell,869,32.3072980875347,-100.921419314303
Iowa,Monona,1039,42.0388145857188,-96.0118254053087
Iowa,Monroe,618,43.941815077662,-90.6451604041795
Iowa,Montgomery,895,37.1740755879315,-80.3957549340495
Iowa,Muscatine,3170,41.4661103748436,-91.0765437989593
Iowa,O'Brien,1065,43.0826512371288,-95.6255236524247
Iowa,Osceola,540,43.989413245468,-85.3259651557054
Iowa,Page,1462,38.6258197060152,-78.4882283603778
Iowa,Palo Alto,809,43.0799115083849,-94.6775775070498
Iowa,Plymouth,2153,41.9704909597461,-70.7013281011536
Iowa,Pocahontas,824,38.3878288669851,-79.9905705307932
Iowa,Polk,28548,45.4689549730292,-92.5214109856334
Iowa,Pottawattamie,8032,41.3319645698034,-95.5762085350352
Iowa,Poweshiek,1451,41.6853895777611,-92.5323699006088
Iowa,Ringgold,473,40.7374434323862,-94.2419606367763
Iowa,Sac,996,42.3867601361888,-95.1241532922987
Iowa,Scott,14729,36.739692308626,-82.6394685668889
Iowa,Shelby,1159,31.7757907112262,-94.1542893169729
Iowa,Sioux,1624,46.1867639039201,-101.255666221053
Iowa,Story,5556,42.036074856975,-93.4638776735206
Iowa,Tama,1475,42.0799105168767,-92.5351096293527
Iowa,Taylor,625,45.2065663936506,-90.4837666167028
Iowa,Union,1073,36.2983092987609,-83.8358225156941
Iowa,Van Buren,663,35.677933178869,-85.4343609832301
Iowa,Wapello,3250,41.030594407979,-92.4090821071352
Iowa,Warren,3641,38.8966092825251,-78.1954396306803
Iowa,Washington,1482,43.3678371717658,-88.2292533995712
Iowa,Wayne,552,38.1322387054048,-82.4174771119953
Iowa,Webster,3293,38.482425225692,-80.4309535791497
Iowa,Winnebago,839,44.0684102046419,-88.6448374025162
Iowa,Winneshiek,1269,43.2912401202124,-91.8433142837
Iowa,Woodbury,8286,42.3867601361888,-96.083058352649
Iowa,Worth,687,40.4799089304636,-94.422782733871
Iowa,Wright,1042,37.2716865714057,-92.4693561395001
Kansas,Allen,1301,40.7817367184057,-84.138610860477
Kansas,Anderson,667,31.7949688124332,-95.6638798548387
Kansas,Atchison,1389,40.4223746268425,-95.4748385715125
Kansas,Barber,392,37.2360700977355,-98.6803212018265
Kansas,Barton,2116,37.5018237858897,-94.3460703290429
Kansas,Bourbon,1402,38.2194353489486,-84.2060082661519
Kansas,Brown,991,44.4603951159856,-88.0052620216605
Kansas,Butler,5959,40.9213313449965,-79.9279729403592
Kansas,Chase,303,40.5237445903653,-101.696762548814
Kansas,Chautauqua,404,42.3428766255226,-79.4115928173543
Kansas,Cherokee,1811,31.7840098974578,-95.1625094947127
Kansas,Cheyenne,262,41.2196356913053,-102.998133702147
Kansas,Clark,203,44.7281848079699,-90.6191614049577
Kansas,Clay,956,38.4658258646504,-81.0505297298349
Kansas,Cloud,967,39.4799079389553,-97.6501831941359
Kansas,Coffey,770,38.2360710892437,-95.735112802179
Kansas,Comanche,199,31.973051180784,-98.5405950358898
Kansas,Cowley,2912,37.2388098264794,-96.8392234859539
Kansas,Crawford,2849,43.2054434227805,-90.9409490184026
Kansas,Decatur,304,35.6147356115299,-88.1072580955305
Kansas,Dickinson,2278,45.9845364472869,-87.8758670024567
Kansas,Doniphan,687,39.8114151169622,-95.1022354623478
Kansas,Douglas,6833,46.5251156387982,-91.9215112736671
Kansas,Edwards,270,29.9566108253044,-100.225528213363
Kansas,Elk,308,41.4157123148137,-78.6650215550859
Kansas,Ellis,1754,32.301818630047,-96.7351137936872
Kansas,Ellsworth,590,38.6963455182119,-98.2063481291391
Kansas,Finney,1528,38.0004544172719,-100.666624541124
Kansas,Ford,1357,37.690865069216,-99.8912813066118
Kansas,Franklin,2084,46.4662162357936,-118.833765841647
Kansas,Geary,5033,39.0442910686819,-96.7323740649434
Kansas,Gove,226,38.9155238177206,-100.483062715285
Kansas,Graham,235,35.3419461120029,-83.8120234317911
Kansas,Grant,316,42.8594567408292,-90.79175476133
Kansas,Gray,243,35.4004518393505,-100.814569893292
Kansas,Greeley,99,41.5675812417752,-98.5241566634266
Kansas,Greenwood,710,34.1813907852031,-82.1020892522049
Kansas,Hamilton,199,31.7182564076052,-98.1159370805918
Kansas,Harper,527,36.7977134987182,-99.6501851771523
Kansas,Harvey,2718,38.0415503484298,-97.4282651658834
Kansas,Haskell,184,33.1785318280816,-99.7323770394681
Kansas,Hodgeman,158,38.0881257370754,-99.8995004928434
Kansas,Jackson,1151,44.3337999890057,-90.7391567859813
Kansas,Jefferson,1834,43.0202505514008,-88.7746324063234
Kansas,Jewell,314,39.7840178295236,-98.2200467728584
Kansas,Johnson,37680,44.0278576537599,-106.688548320124
Kansas,Kearny,239,38.0004544172719,-101.315940253418
Kansas,Kingman,702,37.5593580895108,-98.1351151817988
Kansas,Kiowa,231,34.8552458193228,-99.0145681085772
Kansas,Labette,1836,37.1922344378338,-95.2967562031617
Kansas,Lane,183,43.8634739291284,-122.998153532311
Kansas,Leavenworth,10594,39.1894966921064,-94.981687397618
Kansas,Lincoln,344,42.4470341685537,-110.546086391476
Kansas,Linn,895,44.4963512689596,-122.526920188368
Kansas,Logan,281,37.8330502220527,-81.9024969351024
Kansas,Lyon,2315,39.0771678136082,-119.23376623825
Kansas,McPherson,2164,45.7675854061098,-99.2227874931104
Kansas,Marion,815,39.5125855717795,-80.2165618317209
Kansas,Marshall,1076,39.8771715377895,-80.6945434327982
Kansas,Meade,299,44.5895020462508,-102.78717458887
Kansas,Miami,2526,40.0399652713782,-84.2276074347362
Kansas,Mitchell,529,32.3072980875347,-100.921419314303
Kansas,Montgomery,3159,37.1740755879315,-80.3957549340495
Kansas,Morris,624,33.1209975244606,-94.7351118106708
Kansas,Morton,189,46.633339689169,-101.329638897137
Kansas,Nemaha,882,40.4004567968917,-95.811825207007
Kansas,Neosho,1327,37.5593580895108,-95.3077151181372
Kansas,Ness,293,38.4799069474471,-99.9131991365627
Kansas,Norton,477,36.9300849798502,-82.6250691211661
Kansas,Osage,1706,36.5812749279534,-96.5323738666417
Kansas,Osborne,351,39.351140687994,-98.76799252163
Kansas,Ottawa,512,36.8333299723884,-94.8118242154988
Kansas,Pawnee,547,36.3593568997009,-96.6447027451399
Kansas,Phillips,480,48.2251220893505,-108.036494862102
Kansas,Pottawatomie,1604,35.1840132685858,-96.8830591458556
